train,stations
train_1,"[Helmond, Venlo]"
train_2,"[Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Breda, Tilburg, Eindhoven, Helmond, Venlo]"
train_3,"[Etten-Leur, Roosendaal, Vlissingen]"
train_4,"[Almere Centrum, Lelystad Centrum]"
train_5,"[Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Utrecht Centraal, Ede-Wageningen]"
train_6,"[Almere Centrum, Lelystad Centrum]"
train_7,"[Roermond, Sittard, Maastricht]"
train_8,"[Tilburg, s-Hertogenbosch, Utrecht Centraal, Amsterdam Amstel, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum, Hilversum]"
train_9,"[Den Helder, Alkmaar, Castricum, Beverwijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal]"
train_10,"[Dieren, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Tilburg, Breda, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag HS, Leiden Centraal, Alphen a/d Rijn]"
train_11,"[Hengelo, Enschede]"
train_12,"[Hengelo, Enschede]"
train_13,"[Apeldoorn, Amersfoort, Zwolle, Almelo, Hengelo, Enschede]"
train_14,"[Heemstede-Aerdenhout, Leiden Centraal, Den Haag Laan v NOI, Gouda, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Centraal]"
train_15,"[Weert, Roermond, Sittard, Heerlen]"
train_16,"[Amsterdam Zuid, Amsterdam Sloterdijk, Zaandam, Castricum, Alkmaar, Hoorn]"
train_17,"[Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk, Zwolle, Amersfoort, Utrecht Centraal]"
train_18,"[Almere Centrum, Lelystad Centrum]"
train_19,"[Hengelo, Enschede]"
train_20,"[Apeldoorn, Zutphen, Deventer, Almelo, Hengelo, Enschede]"
score,6566.0
