train,stations
train_1,"[Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk, Zwolle, Almelo, Deventer]"
train_2,"[Zwolle, Deventer, Apeldoorn, Zutphen, Dieren, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Tilburg, Eindhoven, Helmond]"
train_3,"[Roosendaal, Dordrecht, Breda, Etten-Leur]"
train_4,"[Alkmaar, Den Helder]"
train_5,"[Tilburg, Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_6,"[Alkmaar, Castricum, Beverwijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Den Haag HS, Gouda, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Dordrecht, Roosendaal]"
train_7,"[Den Haag Centraal, Delft, Den Haag HS, Leiden Centraal, Den Haag Laan v NOI, Gouda, Alphen a/d Rijn, Utrecht Centraal, Hilversum, Almere Centrum]"
train_8,"[Dordrecht, Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_9,"[Weert, Roermond, Sittard, Maastricht]"
train_10,"[Sittard, Heerlen]"
train_11,"[Den Helder, Alkmaar, Castricum, Zaandam, Hoorn]"
train_12,"[Eindhoven, Helmond, Venlo]"
train_13,"[Helmond, Venlo]"
train_14,"[Utrecht Centraal, Amsterdam Centraal, Almere Centrum, Lelystad Centrum]"
train_15,"[Den Haag Centraal, Delft, Den Haag HS, Leiden Centraal, Den Haag Laan v NOI, Gouda, Utrecht Centraal, Hilversum, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport]"
train_16,"[Den Haag Laan v NOI, Delft, Den Haag Centraal, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Utrecht Centraal]"
train_17,"[Etten-Leur, Breda, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Gouda, Utrecht Centraal, Amersfoort, Apeldoorn, Zutphen, Dieren, Arnhem Centraal, Ede-Wageningen]"
train_18,"[Helmond, Venlo]"
train_19,"[Den Haag HS, Gouda, Den Haag Laan v NOI, Delft, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Breda, Tilburg, Eindhoven, Weert, Roermond]"
train_20,"[Deventer, Zutphen, Apeldoorn, Amersfoort, Zwolle, Almelo, Hengelo, Enschede]"
score,5980.0
