train,stations
train_1,"[Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_1,"[Gouda, Den Haag HS, Leiden Centraal, Den Haag Centraal, Delft, Den Haag Laan v NOI]"
train_1,"[Tilburg, Eindhoven, Helmond, Venlo]"
train_1,"[Hengelo, Enschede]"
train_1,"[Nijmegen, Oss, s-Hertogenbosch, Utrecht Centraal, Amersfoort, Apeldoorn, Deventer, Zutphen, Dieren, Arnhem Centraal, Ede-Wageningen]"
train_1,"[Haarlem, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Hilversum, Utrecht Centraal, Alphen a/d Rijn, Leiden Centraal, Schiphol Airport, Amsterdam Zuid]"
train_1,"[Hengelo, Enschede]"
train_1,"[Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam, Castricum, Beverwijk]"
train_1,"[Almelo, Hengelo, Enschede]"
train_1,"[Sittard, Maastricht]"
train_1,"[Hoorn, Alkmaar, Den Helder]"
train_1,"[Hengelo, Enschede]"
train_1,"[Hengelo, Enschede]"
train_1,"[Almere Centrum, Lelystad Centrum]"
train_1,"[Hengelo, Enschede]"
train_1,"[Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag Laan v NOI, Leiden Centraal, Den Haag HS, Gouda, Rotterdam Alexander]"
train_1,"[Weert, Roermond, Sittard, Heerlen]"
train_1,"[Zwolle, Steenwijk, Heerenveen, Leeuwarden, Groningen, Assen]"
train_1,"[Hengelo, Enschede]"
train_1,"[Hengelo, Enschede]"
score,7041.0
