train,stations
train_1,"[Hengelo, Enschede]"
train_1,"[Leeuwarden, Groningen, Assen, Zwolle, Deventer, Zutphen, Apeldoorn, Amersfoort]"
train_1,"[Dieren, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Utrecht Centraal, Amsterdam Amstel, Almere Centrum, Amsterdam Centraal, Amsterdam Sloterdijk, Zaandam, Castricum, Alkmaar]"
train_1,"[Roosendaal, Etten-Leur, Breda, Tilburg, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Hilversum, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Sloterdijk]"
train_1,"[Sittard, Maastricht]"
train_1,"[Almelo, Hengelo, Enschede]"
train_1,"[Eindhoven, Tilburg, s-Hertogenbosch, Utrecht Centraal, Alphen a/d Rijn, Gouda, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak]"
train_1,"[Zwolle, Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk]"
train_1,"[Lelystad Centrum, Almere Centrum, Amsterdam Amstel, Amsterdam Centraal, Utrecht Centraal, Amersfoort, Zwolle, Deventer, Apeldoorn, Zutphen]"
train_1,"[s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Dieren, Zutphen, Deventer, Almelo, Hengelo, Enschede]"
train_1,"[Sittard, Heerlen]"
train_1,"[Zutphen, Apeldoorn, Deventer, Almelo, Hengelo, Enschede]"
train_1,"[Weert, Eindhoven, Tilburg, Breda, Etten-Leur, Roosendaal, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag HS, Leiden Centraal, Den Haag Laan v NOI, Delft]"
train_1,"[Heerlen, Sittard, Maastricht]"
train_1,"[Helmond, Venlo]"
train_1,"[Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_1,"[Hoorn, Alkmaar, Castricum, Beverwijk, Haarlem, Amsterdam Sloterdijk, Zaandam]"
train_1,"[Roermond, Sittard, Maastricht]"
train_1,"[Schiphol Airport, Utrecht Centraal, s-Hertogenbosch, Tilburg, Breda, Etten-Leur, Roosendaal, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft]"
train_1,"[Etten-Leur, Breda, Tilburg, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Dieren, Zutphen, Deventer, Zwolle, Steenwijk, Heerenveen]"
score,5508.196721311475
