train,stations
train_1,"[Venlo, Helmond, Eindhoven, Tilburg, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Alphen a/d Rijn]"
train_1,"[Den Haag Laan v NOI, Leiden Centraal, Den Haag HS, Gouda, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Centraal]"
train_1,"[Hoorn, Zaandam, Castricum, Alkmaar, Den Helder]"
train_1,"[Amsterdam Zuid, Schiphol Airport, Utrecht Centraal, s-Hertogenbosch, Tilburg, Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_1,"[Rotterdam Alexander, Gouda, Utrecht Centraal, Hilversum, Amsterdam Amstel, Almere Centrum, Amsterdam Centraal, Amsterdam Sloterdijk, Zaandam, Castricum, Beverwijk, Haarlem, Heemstede-Aerdenhout]"
train_1,"[Vlissingen, Roosendaal, Dordrecht, Breda, Tilburg, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal]"
train_1,"[Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk, Zwolle, Almelo, Deventer]"
train_1,"[Heerenveen, Steenwijk, Zwolle, Almelo, Hengelo, Enschede]"
train_1,"[Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Schiphol Airport, Utrecht Centraal, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Zuid]"
train_1,"[Amsterdam Centraal, Amsterdam Amstel, Almere Centrum, Lelystad Centrum]"
train_1,"[Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk, Zwolle, Amersfoort, Utrecht Centraal, Amsterdam Amstel]"
train_1,"[Hilversum, Amsterdam Amstel, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, s-Hertogenbosch, Tilburg, Breda, Etten-Leur, Roosendaal]"
train_1,"[Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Amersfoort, Utrecht Centraal, Amsterdam Amstel, Amsterdam Zuid, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Den Haag Laan v NOI, Delft]"
train_1,"[Venlo, Helmond, Eindhoven, Weert, Roermond, Sittard, Heerlen]"
train_1,"[Sittard, Maastricht]"
train_1,"[Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_1,"[Eindhoven, Weert, Roermond, Sittard, Heerlen]"
train_1,"[Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Schiphol Airport, Utrecht Centraal, Hilversum, Amsterdam Amstel, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum, Lelystad Centrum]"
train_1,"[Venlo, Helmond, Eindhoven, s-Hertogenbosch, Tilburg, Breda, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag HS, Gouda]"
train_1,"[Maastricht, Sittard, Roermond, Weert, Eindhoven, Helmond, Venlo]"
score,5477.0
