train,stations
train_1,"[Maastricht, Sittard, Heerlen]"
train_2,"[Assen, Zwolle, Deventer, Almelo, Hengelo, Enschede]"
train_3,"[Zwolle, Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk]"
train_4,"[Utrecht Centraal, Amsterdam Centraal, Amsterdam Amstel, Almere Centrum, Lelystad Centrum]"
train_5,"[Amersfoort, Zwolle, Steenwijk, Heerenveen, Leeuwarden, Groningen, Assen]"
train_6,"[Heerlen, Sittard, Maastricht]"
train_7,"[Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Laan v NOI, Gouda, Alphen a/d Rijn, Utrecht Centraal, Hilversum, Almere Centrum]"
train_8,"[Schiedam Centrum, Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag Centraal, Leiden Centraal, Alphen a/d Rijn, Utrecht Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel]"
train_9,"[Etten-Leur, Roosendaal, Dordrecht, Breda, Tilburg, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Dieren, Zutphen, Apeldoorn]"
train_10,"[Weert, Roermond, Sittard, Maastricht]"
train_11,"[Eindhoven, Tilburg, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Gouda, Den Haag HS, Leiden Centraal, Schiphol Airport]"
train_12,"[Assen, Zwolle, Steenwijk, Heerenveen, Leeuwarden, Groningen]"
train_13,"[Hilversum, Utrecht Centraal, Gouda, Alphen a/d Rijn, Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag HS]"
train_14,"[Etten-Leur, Roosendaal, Vlissingen]"
train_15,"[Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout]"
train_16,"[Alkmaar, Den Helder]"
train_17,"[Zwolle, Almelo, Hengelo, Enschede]"
train_18,"[Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Beverwijk, Castricum, Alkmaar, Hoorn, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum, Amsterdam Amstel, Amsterdam Zuid]"
train_19,"[Roermond, Weert, Eindhoven, Helmond, Venlo]"
train_20,"[Almere Centrum, Lelystad Centrum]"
score,6059.0
