train,stations
train_1,"[Heerenveen, Leeuwarden, Groningen, Assen, Zwolle, Amersfoort, Utrecht Centraal]"
train_1,"[Almere Centrum, Amsterdam Centraal, Utrecht Centraal, Gouda, Den Haag HS, Delft, Den Haag Centraal, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Haarlem]"
train_1,"[Hengelo, Almelo, Zwolle, Deventer, Apeldoorn, Amersfoort, Utrecht Centraal, Amsterdam Centraal, Amsterdam Sloterdijk, Haarlem]"
train_1,"[Amsterdam Zuid, Amsterdam Amstel, Utrecht Centraal, s-Hertogenbosch, Tilburg, Breda, Etten-Leur, Roosendaal, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Gouda]"
train_1,"[Amsterdam Centraal, Utrecht Centraal, Amsterdam Amstel, Almere Centrum, Hilversum]"
train_1,"[Roosendaal, Vlissingen]"
train_1,"[Groningen, Assen, Zwolle, Almelo, Hengelo, Enschede]"
train_1,"[Schiphol Airport, Utrecht Centraal, Amersfoort, Apeldoorn, Zutphen, Dieren, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Eindhoven, Helmond]"
train_1,"[Sittard, Heerlen]"
train_1,"[Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag HS, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum]"
train_1,"[Ede-Wageningen, Utrecht Centraal, Gouda, Den Haag Centraal, Leiden Centraal, Den Haag Laan v NOI, Delft, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Breda, Tilburg]"
train_1,"[Haarlem, Amsterdam Sloterdijk, Zaandam, Beverwijk, Castricum, Alkmaar, Den Helder]"
train_1,"[Leeuwarden, Groningen, Assen, Zwolle, Steenwijk, Heerenveen]"
train_1,"[Alkmaar, Den Helder]"
train_1,"[Amsterdam Zuid, Amsterdam Amstel, Almere Centrum, Lelystad Centrum]"
train_1,"[Amsterdam Sloterdijk, Haarlem, Beverwijk, Zaandam, Castricum, Alkmaar, Hoorn]"
train_1,"[Enschede, Hengelo, Almelo, Zwolle, Steenwijk, Heerenveen, Leeuwarden, Groningen, Assen]"
train_1,"[Gouda, Den Haag HS, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam, Castricum, Alkmaar, Hoorn]"
train_1,"[Weert, Roermond, Sittard, Heerlen]"
train_1,"[Maastricht, Sittard, Heerlen]"
score,5405.131147540984
